CURSO	CÓDIGO DE TURMA	TURMA	TEORIA	PRÁTICA	CAMPUS	TURNO	T-P-I	DOCENTE TEORIA	DOCENTE TEORIA 2	DOCENTE PRÁTICA	DOCENTE PRÁTICA 2
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1058-15SA	Morfofisiologia Humana I A-noturno (Santo André)	segunda das 19:00 às 21:00, sala S-301-3, semanal , quinta das 19:00 às 21:00, sala S-301- 3, semanal	segunda das 21:00 às 23:00, sala 402-3, semanal	Santo André	noturno	4-2-4	DANIEL CARNEIRO CARRETTIERO		DANIEL CARNEIRO CARRETTIERO	
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1049-15SA	Trabalho de Conclusão de Curso em Biologia A- noturno (Santo André)	quinta das 19:00 às 21:00, sala S-309-3, semanal	0	Santo André	noturno	2-0-2	MARCELLA PECORA MILAZZOTTO			
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DANHT1049-15SA	Trabalho de Conclusão de Curso em Biologia A- diurno (Santo André)	quinta das 08:00 às 10:00, sala S-309-3, semanal	0	Santo André	diurno	2-0-2	CARLOS ALBERTO DA SILVA			
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DA1NHZ1051-13SA	Virologia A1-diurno (Santo André)	segunda das 14:00 às 18:00, sala S-301-3, semanal	0	Santo André	diurno	4-0-4	MARIA CRISTINA CARLAN DA SILVA			
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	DANHT1065-15SA	Zoologia de Vertebrados A-diurno (Santo André)	quarta das 08:00 às 10:00, sala S - 305-3, semanal , sexta das 08:00 às 10:00, sala S - 305- 3, semanal	quarta das 10:00 às 12:00, sala 402-3, semanal	Santo André	diurno	4-2-3	VANESSA KRUTH VERDADE		VANESSA KRUTH VERDADE	
BACHARELADO EM CIÊNCIAS BIOLÓGICAS	NANHT1065-15SA	Zoologia de Vertebrados A-noturno (Santo André)	quarta das 19:00 às 21:00, sala S-310-3, semanal , sexta das 19:00 às 21:00, sala S-306- 3, semanal	quarta das 21:00 às 23:00, sala 402-3, semanal	Santo André	noturno	4-2-3	FERNANDO ZANIOLO GIBRAN		FERNANDO ZANIOLO GIBRAN	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NABHS0002-23SB	Arenas e Problemas Públicos A-noturno (São Bernardo do Campo)	quinta das 21:00 às 23:00, sala A2-S101-SB, semanal	0	São Bernardo do Campo	noturno	2-6-0	ADALBERTO MANTOVANI MARTINIANO DE AZEVEDO		ADALBERTO MANTOVANI MARTINIANO DE AZEVEDO	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DABIS0003-15SB	Bases Matemáticas A-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A2-S101-SB, semanal , sexta das 08:00 às 10:00, sala A2- S101-SB, semanal	0	São Bernardo do Campo	diurno	4-0-5	MARIANA RODRIGUES DA SILVEIRA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NABIS0003-15SB	Bases Matemáticas A-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A2-S101-SB, semanal , sexta das 19:00 às 21:00, sala A2- S101-SB, semanal	0	São Bernardo do Campo	noturno	4-0-5	IOANNIS PAPAGEORGIOU			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DBBIS0003-15SB	Bases Matemáticas B-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A2-S102-SB, semanal , sexta das 10:00 às 12:00, sala A2- S102-SB, semanal	0	São Bernardo do Campo	diurno	4-0-5	MARIANA RODRIGUES DA SILVEIRA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NBBIS0003-15SB	Bases Matemáticas B-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A1-S204-SB, semanal , sexta das 21:00 às 23:00, sala A1- S204-SB, semanal	0	São Bernardo do Campo	noturno	4-0-5	IOANNIS PAPAGEORGIOU			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DC1BCL0306-15SB	Biodiversidade: Interações entre organismos e ambiente C1-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A2-S101-SB, semanal , quinta das 08:00 às 10:00, sala A2- S101-SB, quinzenal II	0	São Bernardo do Campo	diurno	3-0-4	RICARDO JANNINI SAWAYA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NA2BCL0306-15SB	Biodiversidade: Interações entre organismos e ambiente A2-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A2-S101-SB, semanal , quinta das 19:00 às 21:00, sala A2- S101-SB, quinzenal II	0	São Bernardo do Campo	noturno	3-0-4	IVES HAIFIG			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DB1BCL0306-15SB	Biodiversidade: Interações entre organismos e ambiente B1-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A2-S102-SB, semanal , quinta das 10:00 às 12:00, sala A2- S102-SB, quinzenal II	0	São Bernardo do Campo	diurno	3-0-4	RICARDO JANNINI SAWAYA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NB1BCL0306-15SB	Biodiversidade: Interações entre organismos e ambiente B1-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A2-S102-SB, semanal , quinta das 21:00 às 23:00, sala A2- S102-SB, quinzenal II	0	São Bernardo do Campo	noturno	3-0-4	IVES HAIFIG			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DABHQ0002-15SB	Estudos Étnico-Raciais A-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A2-S101-SB, semanal , quinta das 08:00 às 10:00, sala A2- S101-SB, quinzenal I	0	São Bernardo do Campo	diurno	3-0-4	LUCIANA XAVIER DE OLIVEIRA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NABHQ0002-15SB	Estudos Étnico-Raciais A-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A2-S101-SB, semanal , quinta das 19:00 às 21:00, sala A2- S101-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4	ALESSANDRA TEIXEIRA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DBBHQ0002-15SB	Estudos Étnico-Raciais B-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala B-A004-SB, semanal , quinta das 10:00 às 12:00, sala B- A004-SB, quinzenal I	0	São Bernardo do Campo	diurno	3-0-4	LUCIANA XAVIER DE OLIVEIRA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NBBHQ0002-15SB	Estudos Étnico-Raciais B-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala B-A004-SB, semanal , quinta das 21:00 às 23:00, sala B- A004-SB, quinzenal I	0	São Bernardo do Campo	noturno	3-0-4	ALESSANDRA TEIXEIRA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DA1BHP0001-15SB	Ética e Justiça A1-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala B-A004-SB, semanal , quarta das 10:00 às 12:00, sala B- A004-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	MIRIAM MESQUITA SAMPAIO DE MADUREIRA			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NA1BHP0001-15SB	Ética e Justiça A1-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala B-A004-SB, semanal , quarta das 21:00 às 23:00, sala B- A004-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	FLAMARION CALDEIRA RAMOS			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DB1BHP0001-15SB	Ética e Justiça B1-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A2-S102-SB, semanal , quarta das 08:00 às 10:00, sala A2- S102-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	NATHALIE DE ALMEIDA BRESSIANI			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NB1BHP0001-15SB	Ética e Justiça B1-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A2-S102-SB, semanal , quarta das 19:00 às 21:00, sala A2- S102-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	FLAMARION CALDEIRA RAMOS			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DABHS0005-19SB	Práticas em Ciências e Humanidades A-diurno (São Bernardo do Campo)	quarta das 10:00 às 13:00, sala A2-S101-SB, semanal	0	São Bernardo do Campo	diurno	1-2-4	ELIAS DAVID MORALES MARTINEZ		ELIAS DAVID MORALES MARTINEZ	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NABHS0005-19SB	Práticas em Ciências e Humanidades A-noturno (São Bernardo do Campo)	quarta das 18:00 às 21:00, sala A2-S101-SB, semanal	0	São Bernardo do Campo	noturno	1-2-4	ELIAS DAVID MORALES MARTINEZ		ELIAS DAVID MORALES MARTINEZ	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DBBHS0005-19SB	Práticas em Ciências e Humanidades B-diurno (São Bernardo do Campo)	quinta das 10:00 às 13:00, sala A2-S205-SB, semanal	0	São Bernardo do Campo	diurno	1-2-4	LUCIANA PEREIRA		LUCIANA PEREIRA	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NBBHS0005-19SB	Práticas em Ciências e Humanidades B-noturno (São Bernardo do Campo)	quinta das 18:00 às 21:00, sala A2-S204-SB, semanal	0	São Bernardo do Campo	noturno	1-2-4	LUCIANA PEREIRA		LUCIANA PEREIRA	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DA1BHS0009-23SB	Práticas Extensionistas em Economia A1-diurno (São Bernardo do Campo)	quinta das 08:00 às 10:00, sala A2-S102-SB, semanal	0	São Bernardo do Campo	diurno	2-6-0	GUILHERME FRAGUAS NOBRE		GUILHERME FRAGUAS NOBRE	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NA1BHS0009-23SB	Práticas Extensionistas em Economia A1-noturno (São Bernardo do Campo)	quinta das 19:00 às 21:00, sala A2-S102-SB, semanal	0	São Bernardo do Campo	noturno	2-6-0	GUILHERME FRAGUAS NOBRE		GUILHERME FRAGUAS NOBRE	
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DABHQ0301-15SB	Território e Sociedade A-diurno (São Bernardo do Campo)	quarta das 08:00 às 10:00, sala B-A004-SB, semanal , sexta das 10:00 às 12:00, sala B-A004- SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	ARILSON DA SILVA FAVARETO			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NABHQ0301-15SB	Território e Sociedade A-noturno (São Bernardo do Campo)	quarta das 19:00 às 21:00, sala B-A004-SB, semanal , sexta das 21:00 às 23:00, sala B-A004- SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	THAIS TARTALHA DO NASCIMENTO LOMBARDI	SILVANA MARIA ZIONI		
BACHARELADO EM CIÊNCIAS E HUMANIDADES	DBBHQ0301-15SB	Território e Sociedade B-diurno (São Bernardo do Campo)	quarta das 10:00 às 12:00, sala A2-S102-SB, semanal , sexta das 08:00 às 10:00, sala A2- S102-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	JEROEN JOHANNES KLINK			
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NBBHQ0301-15SB	Território e Sociedade B-noturno (São Bernardo do Campo)	quarta das 21:00 às 23:00, sala A2-S102-SB, semanal , sexta das 19:00 às 21:00, sala A2- S102-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	SILVANA MARIA ZIONI	THAIS TARTALHA DO NASCIMENTO LOMBARDI		
BACHARELADO EM CIÊNCIAS E HUMANIDADES	NA2BHQ0301-15SB	Território e Sociedade A2-noturno (São Bernardo do Campo)	quarta das 19:00 às 21:00, sala A2-S104-SB, semanal , sexta das 21:00 às 23:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	ANDRE BUONANI PASTI			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC002-17SB	Contabilidade Básica A1-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A2-S103-SB, semanal , quinta das 08:00 às 10:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	RICARDO BUSCARIOLLI PEREIRA			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC002-17SB	Contabilidade Básica A1-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A2-S103-SB, semanal , quinta das 19:00 às 21:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	ANDERSON LUIS SABER CAMPOS			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC003-17SB	Desenvolvimento Socioeconômico A1-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A2-S104-SB, semanal , sexta das 08:00 às 10:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	diurno	4-0-3	VITOR EDUARDO SCHINCARIOL			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC003-17SB	Desenvolvimento Socioeconômico A1-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A2-S104-SB, semanal , sexta das 19:00 às 21:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	noturno	4-0-3	VITOR EDUARDO SCHINCARIOL			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DI1ESHC035-21SB	Econometria I I1-diurno (São Bernardo do Campo) - TURMA MINISTRADA EM INGLÊS	0	terça das 10:00 às 12:00, sala A2-L001-SB, semanal , sexta das 08:00 às 10:00, sala A2-L001-SB, semanal	São Bernardo do Campo	diurno	2-2-6	DANIEL DE ARAÚJO JOÃO ROLAND		DANIEL DE ARAÚJO JOÃO ROLAND	
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NI1ESHC035-21SB	Econometria I I1-noturno (São Bernardo do Campo) - TURMA MINISTRADA EM INGLÊS	0	terça das 21:00 às 23:00, sala A2-L001-SB, semanal , sexta das 19:00 às 21:00, sala A2-L001-SB, semanal	São Bernardo do Campo	noturno	2-2-6	DANIEL DE ARAÚJO JOÃO ROLAND		DANIEL DE ARAÚJO JOÃO ROLAND	
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC037-21SB	Econometria III A1-diurno (São Bernardo do Campo)	0	segunda das 08:00 às 10:00, sala A1-L002- SB, semanal , quarta das 10:00 às 12:00, sala A1-L002-SB, semanal	São Bernardo do Campo	diurno	2-2-6	GUILHERME DE OLIVEIRA LIMA CAGLIARI MARQUES		GUILHERME DE OLIVEIRA LIMA CAGLIARI MARQUES	
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC037-21SB	Econometria III A1-noturno (São Bernardo do Campo)	0	segunda das 19:00 às 21:00, sala A1-L002- SB, semanal , quarta das 21:00 às 23:00, sala A1-L002-SB, semanal	São Bernardo do Campo	noturno	2-2-6	GUILHERME DE OLIVEIRA LIMA CAGLIARI MARQUES		GUILHERME DE OLIVEIRA LIMA CAGLIARI MARQUES	
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC007-21SB	Economia Brasileira I A1-diurno (São Bernardo do Campo)	quarta das 08:00 às 10:00, sala A2-S103-SB, semanal , sexta das 10:00 às 12:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	JOANA SALEM VASCONCELOS			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC007-21SB	Economia Brasileira I A1-noturno (São Bernardo do Campo)	quarta das 19:00 às 21:00, sala A2-S103-SB, semanal , sexta das 21:00 às 23:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	JOANA SALEM VASCONCELOS			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC017-17SB	Finanças Públicas A1-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A2-S104-SB, semanal , quinta das 10:00 às 12:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	RICARDO BATISTA POLITI			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC017-17SB	Finanças Públicas A1-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A2-S104-SB, semanal , quinta das 21:00 às 23:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	RICARDO BATISTA POLITI			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NAESHC018-17SB	Formação Econômica do Brasil A-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A2-S208-SB, semanal , quinta das 19:00 às 21:00, sala A2- S208-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	DARLENE RAMOS DIAS			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DC1BCN0402-15SB	Funções de Uma Variável C1-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A2-S103-SB, semanal , quarta das 10:00 às 12:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	diurno	4-0-6	DAHISY VALADAO DE SOUZA LIMA	DAHISY VALADAO DE SOUZA LIMA		
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA2BCN0402-15SB	Funções de Uma Variável A2-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A2-S103-SB, semanal , quarta das 21:00 às 23:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	noturno	4-0-6	DANIEL SANTA CRUZ DAMINELI	DANIEL SANTA CRUZ DAMINELI		
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC020-17SB	História Econômica Geral A1-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A2-S103-SB, semanal , quinta das 10:00 às 12:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	RAMON VICENTE GARCIA FERNANDEZ			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC020-17SB	História Econômica Geral A1-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A2-S103-SB, semanal , quinta das 21:00 às 23:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	RAMON VICENTE GARCIA FERNANDEZ			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DAMCTC014-13SB	Introdução à Inferência Estatística A-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A2-S301-SB, semanal , quarta das 10:00 às 12:00, sala A2- S301-SB, semanal	0	São Bernardo do Campo	diurno	3-1-4	ROBERTO VENEGEROLES NASCIMENTO	ROBERTO VENEGEROLES NASCIMENTO		
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NAMCTC014-13SB	Introdução à Inferência Estatística A-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A2-S301-SB, semanal , quarta das 21:00 às 23:00, sala A2- S301-SB, semanal	0	São Bernardo do Campo	noturno	3-1-4	ANDRE RICARDO OLIVEIRA DA FONSECA		ANDRE RICARDO OLIVEIRA DA FONSECA	
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC022-17SB	Macroeconomia I A1-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A2-S104-SB, semanal , quarta das 10:00 às 12:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	BRUNO DE PAULA ROCHA			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC022-17SB	Macroeconomia I A1-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A2-S104-SB, semanal , quarta das 21:00 às 23:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	BRUNO DE PAULA ROCHA			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC031-17SB	Macroeconomia Pós-Keynesiana A1-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala B-A004-SB, semanal , quinta das 21:00 às 23:00, sala A2- S301-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	PATRICIA HELENA FERNANDES CUNHA			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC025-17SB	Microeconomia I A1-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A2-S103-SB, semanal , sexta das 08:00 às 10:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	MONICA YUKIE KUWAHARA			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC025-17SB	Microeconomia I A1-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A2-S103-SB, semanal , sexta das 19:00 às 21:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	MONICA YUKIE KUWAHARA			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA2ESHC025-17SB	Microeconomia I A2-noturno (São Bernardo do Campo)	terça das 21:00 às 23:00, sala A2-S301-SB, semanal , sexta das 19:00 às 21:00, sala A2- S301-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	THOMAZ MINGATOS FERNANDES GEMIGNANI			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DA1ESHC013-21SB	Relações Comerciais e de Investimento Internacionais A1-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A2-S104-SB, semanal , quinta das 08:00 às 10:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	IVANIL NUNES			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	NA1ESHC013-21SB	Relações Comerciais e de Investimento Internacionais A1-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A2-S104-SB, semanal , quinta das 19:00 às 21:00, sala A2- S104-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	IVANIL NUNES			
BACHARELADO EM CIÊNCIAS ECONÔMICAS	DB1ESHC013-21SB	Relações Comerciais e de Investimento Internacionais B1-diurno (São Bernardo do Campo)	segunda das 17:00 às 19:00, sala A2-S103-SB, semanal , quinta das 17:00 às 19:00, sala A2- S103-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	ISAIAS ALBERTIN DE MORAES			
BACHARELADO EM FILOSOFIA	DANHZ2002-11SB	Ceticismo A-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A1-S106-SB, semanal , quarta das 10:00 às 12:00, sala A1- S106-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	LUIZ ANTONIO ALVES EVA			
BACHARELADO EM FILOSOFIA	DANHH2009-13SB	Ética A-diurno (São Bernardo do Campo)	segunda das 08:00 às 10:00, sala A1-S105-SB, semanal , quarta das 10:00 às 12:00, sala A1- S105-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	BRUNO NADAI			
BACHARELADO EM FILOSOFIA	NANHH2009-13SB	Ética A-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A1-S105-SB, semanal , quarta das 21:00 às 23:00, sala A1- S105-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	BRUNO NADAI			
BACHARELADO EM FILOSOFIA	NANHZ2013-11SB	Filosofia Brasileira: História e Problemas A-noturno (São Bernardo do Campo)	segunda das 19:00 às 21:00, sala A2-S302-SB, semanal , quarta das 21:00 às 23:00, sala A2- S302-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	SAMON NOYAMA			
BACHARELADO EM FILOSOFIA	DANHH2085-16SB	Filosofia da Arte A-diurno (São Bernardo do Campo)	terça das 08:00 às 10:00, sala A1-S106-SB, semanal , quinta das 10:00 às 12:00, sala A1- S106-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	PAULA PRISCILA BRAGA			
BACHARELADO EM FILOSOFIA	NANHH2085-16SB	Filosofia da Arte A-noturno (São Bernardo do Campo)	terça das 19:00 às 21:00, sala A1-S106-SB, semanal , quinta das 21:00 às 23:00, sala A1- S106-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	MARINE DE SOUZA PEREIRA			
BACHARELADO EM FILOSOFIA	DANHH2028-13SB	Filosofia Política A-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A1-S106-SB, semanal , quinta das 08:00 às 10:00, sala A1- S106-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	MIRIAM MESQUITA SAMPAIO DE MADUREIRA			
BACHARELADO EM FILOSOFIA	NANHH2028-13SB	Filosofia Política A-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A1-S106-SB, semanal , quinta das 19:00 às 21:00, sala A1- S106-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	MIRIAM MESQUITA SAMPAIO DE MADUREIRA			
BACHARELADO EM FILOSOFIA	DANHZ2138-18SB	Gênero, Raça, Classe e Sexualidade A-diurno (São Bernardo do Campo)	terça das 10:00 às 12:00, sala A1-S101-SB, semanal , sexta das 08:00 às 10:00, sala A1- S104-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	ANASTASIA GUIDI ITOKAZU			
BACHARELADO EM FILOSOFIA	DANHH2032-18SB	História da Filosofia Antiga Helenística A-diurno (São Bernardo do Campo)	quarta das 08:00 às 10:00, sala A1-S105-SB, semanal , sexta das 10:00 às 12:00, sala A1- S105-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	MATTEO RASCHIETTI			
BACHARELADO EM FILOSOFIA	NANHH2032-18SB	História da Filosofia Antiga Helenística A-noturno (São Bernardo do Campo)	quarta das 19:00 às 21:00, sala A1-S105-SB, semanal , sexta das 21:00 às 23:00, sala A1- S105-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	MATTEO RASCHIETTI			
BACHARELADO EM FILOSOFIA	DANHH2034-13SB	História da Filosofia Contemporânea: o século XIX A-diurno (São Bernardo do Campo)	segunda das 10:00 às 12:00, sala A1-S105-SB, semanal , quinta das 08:00 às 10:00, sala A1- S105-SB, semanal	0	São Bernardo do Campo	diurno	4-0-4	LUIZ FERNANDO BARRERE MARTIN			
BACHARELADO EM FILOSOFIA	NANHH2034-13SB	História da Filosofia Contemporânea: o século XIX A-noturno (São Bernardo do Campo)	segunda das 21:00 às 23:00, sala A1-S105-SB, semanal , quinta das 19:00 às 21:00, sala A1- S105-SB, semanal	0	São Bernardo do Campo	noturno	4-0-4	LUIZ FERNANDO BARRERE MARTIN			
