CURSO	CÓDIGO DE TURMA	TURMA	TEORIA	PRÁTICA	CAMPUS	TURNO	T-P-I	DOCENTE TEORIA	DOCENTE TEORIA 2	DOCENTE PRÁTICA	DOCENTE PRÁTICA 2
ENGENHARIA DE GESTÃO	NAESZG005-17SB	Técnicas de Tomadas de Decisão Aplicáveis em Modelos de Interdependência A-noturno (São Bernardo do Campo)	sexta das 19:00 às 23:00, sala A2-S105-SB, semanal	0	São Bernardo do Campo	noturno	2-2-4	PATRICIA BELFIORE FAVERO		PATRICIA BELFIORE FAVERO	
ENGENHARIA DE GESTÃO	NAESTG019-17SB	Tempos, Métodos e Arranjos Físicos A-noturno (São Bernardo do Campo)	terça das 19:00 às 23:00, sala A2-S105-SB, semanal	0	São Bernardo do Campo	noturno	2-2-5	DELMO ALVES DE MOURA		DELMO ALVES DE MOURA	
ENGENHARIA DE INFORMAÇÃO	NA1ESZI025-17SA	Aplicações de Microcontroladores A1-noturno (Santo André)	0	terça das 21:00 às 23:00, sala 410-1, semanal , sexta das 19:00 às 21:00, sala 410-1, semanal	Santo André	noturno	0-4-4			GERMAN CARLOS SANTOS QUISPE	
ENGENHARIA DE INFORMAÇÃO	DA1ESTA004-17SA	Circuitos Elétricos II A1-diurno (Santo André)	quinta das 10:00 às 13:00, sala S-302-1, semanal	terça das 08:00 às 10:00, sala 405-1, semanal	Santo André	diurno	3-2-4	ANDRÉ KAZUO TAKAHATA		ANDRÉ KAZUO TAKAHATA	
ENGENHARIA DE INFORMAÇÃO	NA1ESTA004-17SA	Circuitos Elétricos II A1-noturno (Santo André)	segunda das 18:00 às 21:00, sala S-302-1, semanal	quinta das 21:00 às 23:00, sala 405-1, semanal	Santo André	noturno	3-2-4	GERSON DOS SANTOS		GERSON DOS SANTOS	
ENGENHARIA DE INFORMAÇÃO	NA2ESTA004-17SA	Circuitos Elétricos II A2-noturno (Santo André)	segunda das 18:00 às 21:00, sala S-302-1, semanal	quinta das 21:00 às 23:00, sala 407-1, semanal	Santo André	noturno	3-2-4	GERSON DOS SANTOS		MARCO AURELIO CAZAROTTO GOMES	
ENGENHARIA DE INFORMAÇÃO	DA1ESTI010-17SA	Comunicações Ópticas A1-diurno (Santo André)	terça das 08:00 às 10:00, sala S-307-1, semanal , quinta das 10:00 às 12:00, sala S-307-1, quinzenal I	quinta das 10:00 às 12:00, sala 403-1, quinzenal II	Santo André	diurno	3-1-4	JORGE DIEGO MARCONI		JORGE DIEGO MARCONI	
ENGENHARIA DE INFORMAÇÃO	NA1ESTI010-17SA	Comunicações Ópticas A1-noturno (Santo André)	terça das 19:00 às 21:00, sala S-307-1, semanal , quinta das 21:00 às 23:00, sala S-307-1, quinzenal I	quinta das 21:00 às 23:00, sala 403-1, quinzenal II	Santo André	noturno	3-1-4	JORGE DIEGO MARCONI		JORGE DIEGO MARCONI	
ENGENHARIA DE INFORMAÇÃO	DA1ESTA001-17SA	Dispositivos Eletrônicos A1-diurno (Santo André)	quarta das 10:00 às 13:00, sala S-302-1, semanal	segunda das 08:00 às 10:00, sala 403-1, semanal	Santo André	diurno	3-2-4	VICTORIA ALEJANDRA SALAZAR HERRERA		VICTORIA ALEJANDRA SALAZAR HERRERA	
ENGENHARIA DE INFORMAÇÃO	NB1ESTA001-17SA	Dispositivos Eletrônicos B1-noturno (Santo André)	quinta das 18:00 às 21:00, sala S-207-0, semanal	terça das 21:00 às 23:00, sala 405-1, semanal	Santo André	noturno	3-2-4	MARCELO BENDER PEROTONI		MARCELO BENDER PEROTONI	
ENGENHARIA DE INFORMAÇÃO	NB2ESTA001-17SA	Dispositivos Eletrônicos B2-noturno (Santo André)	quinta das 18:00 às 21:00, sala S-207-0, semanal	terça das 21:00 às 23:00, sala 407-1, semanal	Santo André	noturno	3-2-4	MARCELO BENDER PEROTONI		MARCELO BENDER PEROTONI	
ENGENHARIA DE INFORMAÇÃO	DA1ESZI002-17SA	Filtragem Adaptativa A1-diurno (Santo André)	terça das 10:00 às 12:00, sala L704, quinzenal I, sexta das 08:00 às 10:00, sala L704, semanal	terça das 10:00 às 12:00, sala L503, quinzenal II	Santo André	diurno	3-1-4	ALINE DE OLIVEIRA NEVES PANAZIO		ALINE DE OLIVEIRA NEVES PANAZIO	
ENGENHARIA DE INFORMAÇÃO	DA1ESZI035-17SA	Introdução ao Processamento de Sinais de Voz e Áudio A1-diurno (Santo André)	segunda das 08:00 às 10:00, sala S-307-1, semanal , quarta das 10:00 às 12:00, sala S-307- 1, quinzenal I	quarta das 10:00 às 12:00, sala 401-1, quinzenal II	Santo André	diurno	3-1-4	FRANCISCO JOSE FRAGA DA SILVA		FRANCISCO JOSE FRAGA DA SILVA	
ENGENHARIA DE INFORMAÇÃO	DA1ESTI018-17SA	Ondas Eletromagnéticas Aplicadas A1-diurno (Santo André)	0	terça das 10:00 às 12:00, sala 401-1, semanal , sexta das 08:00 às 10:00, sala 403-1, quinzenal II, sexta das 08:00 às 10:00, sala 401-1, quinzenal I	Santo André	diurno	3-1-4	STILANTE KOCH MANFRIN		STILANTE KOCH MANFRIN	
ENGENHARIA DE INFORMAÇÃO	NA1ESTI018-17SA	Ondas Eletromagnéticas Aplicadas A1-noturno (Santo André)	0	terça das 21:00 às 23:00, sala 401-1, semanal , sexta das 19:00 às 21:00, sala 403-1, quinzenal II, sexta das 19:00 às 21:00, sala 401-1, quinzenal I	Santo André	noturno	3-1-4	STILANTE KOCH MANFRIN		STILANTE KOCH MANFRIN	
ENGENHARIA DE INFORMAÇÃO	DA1ESTI004-17SA	Princípios de Comunicação A1-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-302-1, quinzenal I, sexta das 10:00 às 12:00, sala S-302 1, semanal	quarta das 08:00 às 10:00, sala 405-1, quinzenal II	Santo André	diurno	3-1-4	LUIZ HENRIQUE BONANI DO NASCIMENTO		LUIZ HENRIQUE BONANI DO NASCIMENTO	
ENGENHARIA DE INFORMAÇÃO	NA1ESTI004-17SA	Princípios de Comunicação A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala S-301-1, semanal , quarta das 19:00 às 21:00, sala S-301- 1, quinzenal I	quarta das 19:00 às 21:00, sala 405-1, quinzenal II	Santo André	noturno	3-1-4	CLAUDIO JOSE BORDIN JUNIOR		CLAUDIO JOSE BORDIN JUNIOR	
ENGENHARIA DE INFORMAÇÃO	NA2ESTI004-17SA	Princípios de Comunicação A2-noturno (Santo André)	segunda das 21:00 às 23:00, sala S-301-1, semanal , quarta das 19:00 às 21:00, sala S-301- 1, quinzenal I	quarta das 19:00 às 21:00, sala 407-1, quinzenal II	Santo André	noturno	3-1-4	CLAUDIO JOSE BORDIN JUNIOR		KENJI NOSE FILHO	
ENGENHARIA DE INFORMAÇÃO	NA1MCZA018-17SA	Processamento Digital de Imagens A1-noturno (Santo André)	0	segunda das 19:00 às 21:00, sala 401-1, semanal , quarta das 21:00 às 23:00, sala 401-1, semanal	Santo André	noturno	3-1-4	CELSO SETSUO KURASHIMA		CELSO SETSUO KURASHIMA	
ENGENHARIA DE INFORMAÇÃO	NA1ESZI023-17SA	Projeto de Sistemas de Comunicação A1-noturno (Santo André)	0	terça das 18:00 às 21:00, sala 403-1, semanal	Santo André	noturno	0-3-3	ANDERSON LEONARDO SANCHES		ANDERSON LEONARDO SANCHES	
ENGENHARIA DE INFORMAÇÃO	DA1MCTA022-13SA	Redes de Computadores A1-diurno (Santo André)	segunda das 10:00 às 12:00, sala S-307-1, quinzenal I, quinta das 08:00 às 10:00, sala S- 307-1, semanal	segunda das 10:00 às 12:00, sala 404-2, quinzenal II	Santo André	diurno	3-1-4	JOAO HENRIQUE KLEINSCHIMIDT		JOAO HENRIQUE KLEINSCHIMIDT	
ENGENHARIA DE INFORMAÇÃO	NA1MCTA022-13SA	Redes de Computadores A1-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-302-1, semanal , sexta das 19:00 às 21:00, sala S-302- 1, quinzenal I	sexta das 19:00 às 21:00, sala 404-2, quinzenal II	Santo André	noturno	3-1-4	HELDER MAY NUNES DA SILVA OLIVEIRA		HELDER MAY NUNES DA SILVA OLIVEIRA	
ENGENHARIA DE INFORMAÇÃO	NA2MCTA022-13SA	Redes de Computadores A2-noturno (Santo André)	quarta das 21:00 às 23:00, sala S-302-1, semanal , sexta das 19:00 às 21:00, sala S-302- 1, quinzenal I	sexta das 19:00 às 21:00, sala 407-2, quinzenal II	Santo André	noturno	3-1-4	HELDER MAY NUNES DA SILVA OLIVEIRA		AMAURY KRUEL BUDRI	
ENGENHARIA DE INFORMAÇÃO	NA1ESZI029-17SA	Redes WAN de Banda Larga A1-noturno (Santo André)	quarta das 19:00 às 21:00, sala S-307-1, quinzenal I, sexta das 21:00 às 23:00, sala S-307 1, semanal	quarta das 19:00 às 21:00, sala 401-1, quinzenal II	Santo André	noturno	3-1-4	AMAURY KRUEL BUDRI		AMAURY KRUEL BUDRI	
ENGENHARIA DE INFORMAÇÃO	NA1LCZ0002-19SA	Robótica Pedagógica com Projetos Interdisciplinares A1-noturno (Santo André)	quinta das 19:00 às 21:00, sala S-308-2, semanal	segunda das 21:00 às 23:00, sala 406-2, semanal	Santo André	noturno	2-2-4	MARIO MINAMI		MARIO MINAMI	
ENGENHARIA DE INFORMAÇÃO	DA1ESZI031-17SA	Segurança de Redes A1-diurno (Santo André)	quarta das 08:00 às 10:00, sala S-307-1, semanal , sexta das 10:00 às 12:00, sala S-307- 1, quinzenal I	sexta das 10:00 às 12:00, sala 401-1, quinzenal II	Santo André	diurno	3-1-4	JOAO HENRIQUE KLEINSCHIMIDT		JOAO HENRIQUE KLEINSCHIMIDT	
ENGENHARIA DE INFORMAÇÃO	DA1ESTI008-17SA	Teoria da Informação e Códigos A1-diurno (Santo André)	segunda das 10:00 às 12:00, sala S-302-1, semanal , quinta das 08:00 às 10:00, sala S-302- 1, semanal	0	Santo André	diurno	4-0-4	MURILO BELLEZONI LOIOLA		MURILO BELLEZONI LOIOLA	
ENGENHARIA DE INFORMAÇÃO	NA1ESTI008-17SA	Teoria da Informação e Códigos A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala S-302-1, semanal , quinta das 19:00 às 21:00, sala S-302- 1, semanal	0	Santo André	noturno	4-0-4	MARCO AURELIO CAZAROTTO GOMES		MARCO AURELIO CAZAROTTO GOMES	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESTA005-17SA	Análise de Sistemas Dinâmicos Lineares A1-diurno (Santo André)	segunda das 14:00 às 17:00, sala S-302-2, semanal	0	Santo André	diurno	3-0-4	PEDRO SERGIO PEREIRA LIMA			
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA005-17SA	Análise de Sistemas Dinâmicos Lineares A1- noturno (Santo André)	terça das 18:00 às 21:00, sala S-302-1, semanal	0	Santo André	noturno	3-0-4	MAGNO ENRIQUE MENDOZA MEZA			
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA011-17SA	Automação de Sistemas Industriais A1-noturno (Santo André)	terça das 19:00 às 20:00, sala S-304-2, semanal	terça das 20:00 às 23:00, sala 408-1, semanal	Santo André	noturno	1-3-4	ALEXANDRE ACACIO DE ANDRADE		ALEXANDRE ACACIO DE ANDRADE	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DB1ESTA004-17SA	Circuitos Elétricos II B1-diurno (Santo André)	quarta das 08:00 às 10:00, sala S - 306-1, quinzenal II, sexta das 10:00 às 13:00, sala S - 306-1, semanal	quarta das 08:00 às 10:00, sala 403-1, quinzenal I	Santo André	diurno	3-2-4	JOSE LUIS AZCUE PUMA		JOSE LUIS AZCUE PUMA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NB1ESTA004-17SA	Circuitos Elétricos II B1-noturno (Santo André)	quarta das 19:00 às 21:00, sala S - 306-1, quinzenal I, sexta das 18:00 às 21:00, sala S - 306-1, semanal	quarta das 19:00 às 21:00, sala 403-1, quinzenal II	Santo André	noturno	3-2-4	JOSE LUIS AZCUE PUMA		JOSE LUIS AZCUE PUMA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DB1ESTA001-17SA	Dispositivos Eletrônicos B1-diurno (Santo André)	segunda das 10:00 às 13:00, sala S - 306-1, semanal	quinta das 10:00 às 12:00, sala 410-1, semanal	Santo André	diurno	3-2-4	CARLOS ALBERTO DOS REIS FILHO		CARLOS ALBERTO DOS REIS FILHO	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NB3ESTA001-17SA	Dispositivos Eletrônicos B3-noturno (Santo André)	quinta das 18:00 às 21:00, sala S - 306-1, semanal	terça das 21:00 às 23:00, sala 403-1, semanal	Santo André	noturno	3-2-4	SEGUNDO NILO MESTANZA MUNOZ		SEGUNDO NILO MESTANZA MUNOZ	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA001-17SA	Dispositivos Eletrônicos A1-noturno (Santo André)	segunda das 18:00 às 21:00, sala S - 306-1, semanal	quinta das 21:00 às 23:00, sala 410-1, semanal	Santo André	noturno	3-2-4	RODRIGO REINA MUNOZ		RODRIGO REINA MUNOZ	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NAESTA018-17SA	Eletromagnetismo Aplicado A-noturno (Santo André)	terça das 21:00 às 23:00, sala S-302-2, semanal , quinta das 19:00 às 21:00, sala S-302-2, semanal	0	Santo André	noturno	4-0-5	AGNALDO APARECIDO FRESCHI	FULVIO ANDRES CALLEGARI		
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA007-17SA	Eletrônica Analógica Aplicada A1-noturno (Santo André)	segunda das 18:00 às 21:00, sala S - 305-1, semanal	quarta das 19:00 às 21:00, sala 410-1, semanal	Santo André	noturno	3-2-4	MARCELO BENDER PEROTONI		MARCELO BENDER PEROTONI	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESTA013-17SA	Fundamentos de Robótica A1-diurno (Santo André)	segunda das 14:00 às 16:00, sala S - 306-1, quinzenal I, quinta das 14:00 às 16:00, sala S - 306-1, semanal	segunda das 14:00 às 16:00, sala 404-1, quinzenal II	Santo André	diurno	3-1-4	ELVIRA RAFIKOVA		ELVIRA RAFIKOVA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA013-17SA	Fundamentos de Robótica A1-noturno (Santo André)	segunda das 19:00 às 21:00, sala S - 307-2, semanal , quinta das 19:00 às 21:00, sala S - 307-2, quinzenal I	quinta das 19:00 às 21:00, sala 404-1, quinzenal II	Santo André	noturno	3-1-4	FILIPE IEDA FAZANARO		FILIPE IEDA FAZANARO	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA2ESTA013-17SA	Fundamentos de Robótica A2-noturno (Santo André)	segunda das 19:00 às 21:00, sala S - 307-2, semanal , quinta das 21:00 às 23:00, sala S - 307-2, quinzenal I	quinta das 21:00 às 23:00, sala 404-1, quinzenal II	Santo André	noturno	3-1-4	FILIPE IEDA FAZANARO		FILIPE IEDA FAZANARO	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESZA013-17SA	Instrumentação e Metrologia Óptica A1-diurno (Santo André)	segunda das 16:00 às 18:00, sala S - 305-2, semanal , quarta das 14:00 às 16:00, sala S - 305-2, quinzenal II	quarta das 14:00 às 16:00, sala 406-1, quinzenal I	Santo André	diurno	3-1-4	MARCOS ROBERTO DA ROCHA GESUALDI		MARCOS ROBERTO DA ROCHA GESUALDI	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA021-17SA	Introdução ao Controle Discreto A1-noturno (Santo André)	sexta das 18:00 às 21:00, sala A-102-0, semanal	0	Santo André	noturno	3-0-4	MAGNO ENRIQUE MENDOZA MEZA			
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESZA023-17SA	Introdução ao Controle Moderno A1-diurno (Santo André)	segunda das 10:00 às 13:00, sala S - 307-2, semanal	quarta das 08:00 às 10:00, sala 408-1, semanal	Santo André	diurno	3-2-4	ROBERTO LUIZ DA CUNHA BARROSO RAMOS		ROBERTO LUIZ DA CUNHA BARROSO RAMOS	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESZA023-17SA	Introdução ao Controle Moderno A1-noturno (Santo André)	quarta das 18:00 às 21:00, sala S - 307-2, semanal	segunda das 19:00 às 21:00, sala 408-1, semanal	Santo André	noturno	3-2-4	VICTOR AUGUSTO FERNANDES DE CAMPOS		VICTOR AUGUSTO FERNANDES DE CAMPOS	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESTA023-17SA	Introdução aos Processos de Fabricação A1-diurno (Santo André)	terça das 10:00 às 12:00, sala S - 306-1, semanal , quinta das 08:00 às 10:00, sala S - 306-1, quinzenal II	quinta das 08:00 às 10:00, sala 408-1, quinzenal I	Santo André	diurno	3-1-4	VALDEMIR MARTINS LIRA		VALDEMIR MARTINS LIRA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA023-17SA	Introdução aos Processos de Fabricação A1- noturno (Santo André)	terça das 19:00 às 21:00, sala S - 305-1, semanal , quinta das 19:00 às 21:00, sala S - 305-1, quinzenal II	quinta das 19:00 às 21:00, sala 408-1, quinzenal I	Santo André	noturno	3-1-4	VALDEMIR MARTINS LIRA		VALDEMIR MARTINS LIRA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NAESTA017-17SA	Laboratório de Máquinas Elétricas A-noturno (Santo André)	0	sexta das 19:00 às 21:00, sala 402-1, semanal	Santo André	noturno	0-2-4	JULIO CARLOS TEIXEIRA			
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NAESTA020-17SA	Modelagem e Controle A-noturno (Santo André)	quinta das 19:00 às 21:00, sala S-302-3, semanal	0	Santo André	noturno	2-0-5	MAGNO ENRIQUE MENDOZA MEZA			
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESZA016-17SA	Optoeletrônica A1-diurno (Santo André)	terça das 14:00 às 16:00, sala S - 307-2, semanal , quinta das 16:00 às 18:00, sala S - 307-2, quinzenal I	quinta das 16:00 às 18:00, sala 406-1, quinzenal II	Santo André	diurno	3-1-4	FULVIO ANDRES CALLEGARI		AGNALDO APARECIDO FRESCHI	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESZA016-17SA	Optoeletrônica A1-noturno (Santo André)	terça das 19:00 às 21:00, sala S - 306-1, semanal , quinta das 21:00 às 23:00, sala S - 306-1, quinzenal I	quinta das 21:00 às 23:00, sala 406-1, quinzenal II	Santo André	noturno	3-1-4	AGNALDO APARECIDO FRESCHI		FULVIO ANDRES CALLEGARI	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESZA010-17SA	Servo-Sistema para Robôs e Acionamento para Sistemas Mecatrônicos A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala S - 305-1, quinzenal I, sexta das 21:00 às 23:00, sala S - 305-1, semanal	segunda das 21:00 às 23:00, sala 408-1, quinzenal II	Santo André	noturno	3-1-4	JULIO CARLOS TEIXEIRA		JULIO CARLOS TEIXEIRA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA014-17SA	Sistemas CAD/CAM A1-noturno (Santo André)	terça das 19:00 às 21:00, sala S-309-1, semanal	quinta das 19:00 às 21:00, sala 401-1, semanal	Santo André	noturno	3-1-4	CRHISTIAN RAFFAELO BALDO		CRHISTIAN RAFFAELO BALDO	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESTA003-17SA	Sistemas de Controle I A1-diurno (Santo André)	terça das 10:00 às 13:00, sala S - 307-2, semanal , quinta das 08:00 às 10:00, sala S - 307-2, quinzenal I	quinta das 08:00 às 10:00, sala 408-1, quinzenal II	Santo André	diurno	3-2-4	ANDRE FENILI		ANDRE FENILI	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NB1ESTA003-17SA	Sistemas de Controle I B1-noturno (Santo André)	segunda das 18:00 às 21:00, sala S-311-2, semanal , quinta das 19:00 às 21:00, sala S-311- 2, quinzenal I	quinta das 19:00 às 21:00, sala 408-1, quinzenal II	Santo André	noturno	3-2-4	HELOI FRANCISCO GENTIL GENARI		HELOI FRANCISCO GENTIL GENARI	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA2ESTA003-17SA	Sistemas de Controle I A2-noturno (Santo André)	segunda das 18:00 às 21:00, sala S-211-0, semanal	sexta das 19:00 às 21:00, sala 408-1, semanal	Santo André	noturno	3-2-4	ALFREDO DEL SOLE LORDELO		ALFREDO DEL SOLE LORDELO	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA003-17SA	Sistemas de Controle I A1-noturno (Santo André)	segunda das 18:00 às 21:00, sala S-211-0, semanal	sexta das 21:00 às 23:00, sala 408-1, semanal	Santo André	noturno	3-2-4	ALFREDO DEL SOLE LORDELO		ALFREDO DEL SOLE LORDELO	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA008-17SA	Sistemas de Controle II A1-noturno (Santo André)	segunda das 18:00 às 21:00, sala 214-0, semanal	quarta das 19:00 às 21:00, sala 408-1, semanal	Santo André	noturno	3-2-4	MAGNO ENRIQUE MENDOZA MEZA		MAGNO ENRIQUE MENDOZA MEZA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESTI013-17SA	Sistemas Microprocessados A1-diurno (Santo André)	sexta das 10:00 às 12:00, sala S - 305-1, semanal	terça das 10:00 às 12:00, sala 410-1, semanal	Santo André	diurno	2-2-4	LUIZ ALBERTO LUZ DE ALMEIDA		LUIZ ALBERTO LUZ DE ALMEIDA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTI013-17SA	Sistemas Microprocessados A1-noturno (Santo André)	sexta das 19:00 às 21:00, sala S - 305-1, semanal	terça das 19:00 às 21:00, sala 410-1, semanal	Santo André	noturno	2-2-4	LUIZ ALBERTO LUZ DE ALMEIDA		LUIZ ALBERTO LUZ DE ALMEIDA	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NB1ESZA015-17SA	Supervisão e Monitoramento de Processos Energéticos B1-noturno (Santo André)	quinta das 21:00 às 23:00, sala S - 305-1, semanal	terça das 18:00 às 20:00, sala 408-1, semanal	Santo André	noturno	1-3-4	JESUS FRANKLIN ANDRADE ROMERO		JESUS FRANKLIN ANDRADE ROMERO	
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	DA1ESTA022-17SA	Teoria de Acionamentos Elétricos A1-diurno (Santo André)	terça das 08:00 às 10:00, sala S-302-2, semanal , quinta das 10:00 às 12:00, sala S-302-2, semanal	0	Santo André	diurno	4-0-4	ALVARO BATISTA DIETRICH			
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTA022-17SA	Teoria de Acionamentos Elétricos A1-noturno (Santo André)	terça das 19:00 às 21:00, sala S-302-2, semanal , quinta das 21:00 às 23:00, sala S-302-2, semanal	0	Santo André	noturno	4-0-4	ALVARO BATISTA DIETRICH			
ENGENHARIA DE INSTRUMENTAÇÃO, AUTOMAÇÃO E ROBÓTICA	NA1ESTI003-17SA	Transformadas em Sinais e Sistemas Lineares A1- noturno (Santo André)	segunda das 19:00 às 21:00, sala S-302-2, semanal , quarta das 19:00 às 21:00, sala S-302- 2, semanal	0	Santo André	noturno	4-0-4	ALAIN SEGUNDO POTTS		ALAIN SEGUNDO POTTS	
ENGENHARIA DE MATERIAIS	NA1ESZM035-17SA	Aditivação de Polímeros A1-noturno (Santo André)	segunda das 21:00 às 23:00, sala S-309-1, semanal , quinta das 19:00 às 21:00, sala S-309- 1, semanal	0	Santo André	noturno	4-0-4	SUEL ERIC VIDOTTI		SUEL ERIC VIDOTTI	
ENGENHARIA DE MATERIAIS	DA1ESZM032-17SA	Biomateriais A1-diurno (Santo André)	segunda das 10:00 às 12:00, sala S - 303-1, quinzenal II, quarta das 08:00 às 10:00, sala S - 303-1, semanal	segunda das 10:00 às 12:00, sala 507-1, quinzenal I	Santo André	diurno	3-1-4	JULIANA MARCHI		JULIANA MARCHI	
ENGENHARIA DE MATERIAIS	NA1ESZM036-17SA	Blendas Poliméricas A1-noturno (Santo André)	terça das 19:00 às 21:00, sala S - 303-1, quinzenal II, quinta das 21:00 às 23:00, sala S - 303-1, semanal	terça das 19:00 às 21:00, sala 507-1, quinzenal I	Santo André	noturno	3-1-4	GERSON LUIZ MANTOVANI		GERSON LUIZ MANTOVANI	
ENGENHARIA DE MATERIAIS	DA1ESTM014-17SA	Caracterização de Materiais A1-diurno (Santo André)	quarta das 08:00 às 10:00, sala L704, semanal , sexta das 10:00 às 12:00, sala L704, quinzenal II	sexta das 10:00 às 12:00, sala 507-1, quinzenal I	Santo André	diurno	3-1-4	MARCIA TSUYAMA ESCOTE		MARCIA TSUYAMA ESCOTE	
ENGENHARIA DE MATERIAIS	NA1ESTM014-17SA	Caracterização de Materiais A1-noturno (Santo André)	terça das 19:00 às 21:00, sala A-110-0, semanal , quinta das 21:00 às 23:00, sala A-110-0, quinzenal II	quinta das 21:00 às 23:00, sala 507-1, quinzenal I	Santo André	noturno	3-1-4	ANDRE SANTAROSA FERLAUTO		ANDRE SANTAROSA FERLAUTO	
ENGENHARIA DE MATERIAIS	NB1ESTM014-17SA	Caracterização de Materiais B1-noturno (Santo André)	quarta das 19:00 às 21:00, sala S - 303-1, semanal , sexta das 21:00 às 23:00, sala S - 303- 1, quinzenal II	sexta das 21:00 às 23:00, sala 507-1, quinzenal I	Santo André	noturno	3-1-4	RITA DE CASSIA CIPRIANO RANGEL		RITA DE CASSIA CIPRIANO RANGEL	
ENGENHARIA DE MATERIAIS	DA1ESTM004-17SA	Ciência dos Materiais A1-diurno (Santo André)	segunda das 17:00 às 19:00, sala S - 303-1, semanal , quinta das 17:00 às 19:00, sala S - 303-1, semanal	0	Santo André	diurno	4-0-4	DANIEL ZANETTI DE FLORIO			
ENGENHARIA DE MATERIAIS	DB1ESZM009-17SA	Diagramas de Fase B1-diurno (Santo André)	quarta das 17:00 às 19:00, sala S-307-1, semanal , sexta das 17:00 às 19:00, sala S-307- 1, semanal	0	Santo André	diurno	4-0-4	MARCIO GUSTAVO DI VERNIERI CUPPARI			
ENGENHARIA DE MATERIAIS	NA1ESZM007-17SA	Elementos Finitos Aplicados em Materiais A1- noturno (Santo André)	segunda das 19:00 às 21:00, sala S-504, semanal , quarta das 21:00 às 23:00, sala S-504, quinzenal I	quarta das 21:00 às 23:00, sala L502, quinzenal II	Santo André	noturno	3-1-4	CEDRIC ROCHA LEÃO		CEDRIC ROCHA LEÃO	
